/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A1Lemma24.lean	258	258	lemma24_MPair	gunter87_lemma_24_MPair
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A1Lemma24.lean	284	284	lemma24_Step	gunter87_lemma_24_Step
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A1Theorem2.lean	218	218	theorem2	theorem_2
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Lemma28.lean	216	216	lemma28AtU_iff	lemma_28_atU_iff
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Lemma28.lean	341	341	lemma28_of_universal	lemma_28_of_universal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Lemma28.lean	357	357	lemma28AtU_of_universal	lemma_28_atU_of_universal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Thm29Universal.lean	773	773	thm29Normal_of_hasFiniteExtensions	theorem_29_normal_of_hasFiniteExtensions
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Thm29Universal.lean	787	787	thm29Normal_of_hasNormalRealizations	theorem_29_normal_of_hasNormalRealizations
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A2Thm29Universal.lean	825	826	thm29SecondAtDomains_of_hasNormalRealizations	theorem_29_secondAtDomains_of_hasNormalRealizations
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A3Lemma30Schemes.lean	264	264	lemma30AtV_of_thm29Normal_of_arrows	lemma_30_atV_of_thm29Normal_of_arrows
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A3Thm29.lean	199	199	Thm29NormalWithoutDomain	Theorem29NormalWithoutDomain
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A3Thm29.lean	229	229	lemma30AtV_iff	lemma_30_atV_iff
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A3Thm29.lean	239	239	lem30Arrow_iff	lemma_30_arrow_iff
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A3Thm29.lean	244	244	lem30Arrow_of_lemma30AtV	lemma_30_arrow_of_lemma30AtV
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A4Lemma17Fun.lean	241	241	lem17_fun	lemma_17_fun
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A4Lemma17Fun.lean	272	272	lem17_strictFun	lemma_17_strictFun
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A4Lemma17Fun.lean	287	287	lem17_fun_imp_old	lemma_17_fun_imp_old
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A4Lemma17Fun.lean	295	295	lem17_strictFun_imp_old	lemma_17_strictFun_imp_old
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A4PowerdomainRep.lean	350	350	lemma28AtU	lemma_28_atU
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm137.lean	181	181	thm137Omega	jung_theorem_1_37_omega
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm137.lean	280	280	thm137Chains	jung_theorem_1_37_chains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm137.lean	289	289	thm137	jung_theorem_1_37
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm137.lean	312	312	thm18_of_cor136_via_thm137Chains	theorem_18_of_jung_corollary_1_36_via_chains
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm29Finite.lean	274	274	thm29Normal_finiteBasis	theorem_29_normal_finiteBasis
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A5Thm29Finite.lean	292	292	thm29Normal_finiteBasis_of_thm29Normal	theorem_29_normal_finiteBasis_of_thm29Normal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A6ProjectionBifinite.lean	264	264	lemma30AtV_of_thm29Normal	lemma_30_atV_of_thm29Normal
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/A7Thm26Arity.lean	152	152	Thm26Printed	Theorem26Printed
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Atomless.lean	651	651	thm27	theorem_27
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/Audit/Foundations.lean	140	141	theorem3_statement_eq_eq_kleeneOperator_op_statement	theorem_3_statement_eq_eq_kleeneOperator_op_statement
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/BifiniteUniversal.lean	483	483	thm29	theorem_29
/home/milnes/projects/ScottLean4-agent2/ScottDomains/ScottDomains/ClosureProperties/Powerdomain.lean	222	222	lem17_hoare	lemma_17_hoare
